dataset,model_loss,latent_dim,ari_mean,ari_std,silhouette_mean,silhouette_std,recon_mean,recon_std,n_seeds
aifi_immune_full,scvi:nb,4,0.3415165431753761,,0.2349282950162887,,411.1045227050781,,1
aifi_immune_full,scvi:nb,6,0.2827833219341319,,0.1755406260490417,,408.420654296875,,1
aifi_immune_full,scvi:nb,8,0.3106636229031857,0.00041809520394880256,0.1422904953360557,0.0048495533669211666,405.8837585449219,0.39105801662172357,2
aifi_immune_full,scvi:nb,10,0.3287619638927829,,0.1282230764627456,,402.9953002929688,,1
aifi_immune_full,scvi:nb,12,0.3163534608231159,,0.1089364886283874,,401.7992858886719,,1
aifi_immune_full,scvi:nb,16,0.3023051935951952,0.016960108401417415,0.08757403492927546,0.004206371385220625,397.2705993652344,0.5208352438573765,2
aifi_immune_full,scvi:nb,24,0.2981771962496147,0.004236231014395467,0.05769696272909635,0.0019133641894513438,392.2877655029297,0.04395680277334586,2
aifi_immune_full,scvi:nb,32,0.3014755644993896,0.028413437087086664,0.0433784499764442,4.684095376376296e-05,387.8069610595703,0.2638918709451382,2
paul15,ae:mse,2,0.30364529821252356,0.007606508885039959,0.3674151698748271,0.015562671876809648,0.5465464586885567,0.004427462920408243,3
paul15,ae:mse,4,0.33081209977392984,0.03221761639341278,0.24905430773893986,0.0034751380171206586,0.5358515059409416,0.004047642976442931,3
paul15,ae:mse,6,0.34101891757463193,0.023753306413051723,0.21152973175048825,0.014476888323492188,0.5316795589577438,0.004620761827568489,3
paul15,ae:mse,8,0.31664652562303375,0.024638937569813238,0.18532091379165647,0.005065735549472043,0.5291617482864232,0.004698227567317277,3
paul15,ae:mse,10,0.3107753978459798,0.03079935809871289,0.20220400889714554,0.002678566769087691,0.530013182952145,0.004442722099196321,3
paul15,ae:mse,12,0.33315682912423367,0.03872625849947251,0.19077274203300468,0.015115521626390667,0.5286068951253925,0.0036146019833672278,3
paul15,ae:mse,16,0.30251163737479864,0.022316513237297567,0.1906198561191558,0.01504263742105431,0.5292649459780646,0.005007320138170133,3
paul15,ae:mse,20,0.3245397078358439,0.0317855360464422,0.19074975947539008,0.015755249555585892,0.5292007385301648,0.005523156574503275,3
paul15,ae:mse,24,0.29772302297570835,0.012067511091523101,0.19703430434068037,0.01336451320266931,0.5297782086336279,0.004286769959949481,3
paul15,ae:mse,32,0.3219488076959368,0.015774234710407023,0.18640242516994476,0.012590141444403583,0.5287571393672073,0.005760379377849506,3
paul15,ae:mse,48,0.34246253201526106,0.037271528241083554,0.1870396534601847,0.013650111358661355,0.5287985285705408,0.0035717654574701704,3
paul15,ae:mse,64,0.3212574378678362,0.015245006182447878,0.18600495159626004,0.014938068844003994,0.5285620058412517,0.003985821814133712,3
paul15,ae:nb,2,0.20967054942158528,0.014789242880046577,0.3844729959964752,0.026796201444163857,0.6546938864011613,0.00825807808790061,3
paul15,ae:nb,4,0.23558467888195747,0.046122258444850205,0.26997160911560053,0.005120122641318123,0.653216237040812,0.008552689671136196,3
paul15,ae:nb,6,0.22485495880183323,0.034649891590133805,0.26158599058787024,0.03624696448869452,0.6568932969200451,0.010149407900915898,3
paul15,ae:nb,8,0.25149520424794275,0.06239431684410397,0.26354603966077167,0.023990335892330048,0.6543261588565886,0.009306905905711428,3
paul15,ae:nb,10,0.24602207307562204,0.01835548680395786,0.26923973858356476,0.022223303267137798,0.6550631210189745,0.01097991815763692,3
paul15,ae:nb,12,0.21852405029975838,0.03398568076360423,0.23968679209550223,0.02005201328821032,0.6554092865287166,0.009846619008677754,3
paul15,ae:nb,16,0.23327378333333948,0.029516209997690272,0.2712715615828832,0.0347716435362344,0.6571787940713513,0.012269394370108103,3
paul15,ae:nb,20,0.2555579338911595,0.05869795755645739,0.24203891555468235,0.014021104275450122,0.6577821857181079,0.008389513801766689,3
paul15,ae:nb,24,0.25749641143683405,0.04769920207053904,0.26092077791690826,0.014174073455541818,0.6576441963804802,0.011038824876524925,3
paul15,ae:nb,32,0.23528543039803204,0.04649040412733177,0.24012267092863712,0.003964415904639841,0.6566431614796612,0.00969788511324394,3
paul15,ae:nb,48,0.25717373959892353,0.028751978692859687,0.22825493415196738,0.010400416857695247,0.6548172212200142,0.009069228017414735,3
paul15,ae:nb,64,0.2554967845699429,0.053153321844121776,0.23778425157070157,0.01274108474375791,0.6545923532001555,0.01002418003771294,3
paul15,ae:zinb,2,0.20368244205826144,0.034008565435471774,0.3966875374317169,0.01958896768772323,0.6509755362957825,0.011686148525095393,3
paul15,ae:zinb,4,0.2239902989809197,0.03617790920913071,0.3077621559302011,0.052798966000837874,0.6493913189249889,0.009413632050581633,3
paul15,ae:zinb,6,0.2387203445800531,0.05785066495383681,0.2725227723519007,0.021546468406177844,0.6526027081650255,0.008409286646510326,3
paul15,ae:zinb,8,0.24262686718368917,0.051519630129421595,0.2853977183500926,0.025972325268440236,0.6529467265975636,0.007820628173843264,3
paul15,ae:zinb,10,0.2383168961808827,0.03739357105172616,0.2647939622402191,0.014940797248818626,0.6528315473534394,0.009767749479357492,3
paul15,ae:zinb,12,0.23417829960649814,0.05798490347711277,0.26954410970211024,0.03302266556428124,0.6532014378406772,0.009345306176581256,3
paul15,ae:zinb,16,0.24922422699319893,0.038725260001434544,0.2727896571159363,0.022364883222107432,0.6531467597854298,0.010174633188797997,3
paul15,ae:zinb,20,0.22835531962847844,0.04480782936847767,0.2509201467037201,0.011033456679835825,0.6550675358382191,0.008529963000518748,3
paul15,ae:zinb,24,0.2379597808693141,0.052619628798941345,0.2650258143742879,0.01869653520129182,0.6538535144739536,0.009108980128469535,3
paul15,ae:zinb,32,0.23499944246846236,0.05060576108570811,0.25952199598153425,0.020881383882452427,0.6549208647456651,0.008077035684232998,3
paul15,ae:zinb,48,0.2428963965303583,0.057224960763727066,0.24255937834580735,0.014132296930121942,0.6544537077747713,0.009310732403664486,3
paul15,ae:zinb,64,0.2352831795643722,0.028906568221155907,0.24476269880930582,0.010918803382870147,0.65393303704058,0.009910674166553135,3
paul15,scvi:nb,2,0.40404907182634875,0.012517688424534714,0.38846665620803833,0.010794320608286855,1262.5048421223958,17.15517927753325,3
paul15,scvi:nb,4,0.3372407785343305,0.031921009342795334,0.25248358647028607,0.0037250910231617675,1256.155517578125,18.121058245897718,3
paul15,scvi:nb,6,0.36036272201434033,0.033816080555084775,0.21911961336930585,0.005050902791455186,1254.0667317708333,18.0557607393395,3
paul15,scvi:nb,8,0.3086696083928024,0.026519371574258616,0.18785405655701948,0.0061553666565487535,1253.4163411458333,17.426042339031117,3
paul15,scvi:nb,10,0.3047372804152914,0.02264017449844088,0.16249648233254751,0.010480285501873283,1252.3374430338542,17.74252596772656,3
paul15,scvi:nb,12,0.3344535509840678,0.027701037272891794,0.17930617431799567,0.00880929499968384,1252.1643880208333,17.54811568783835,3
paul15,scvi:nb,16,0.31582428427686465,0.03983404331760363,0.1603410492340723,0.0009550444874233329,1251.4205322265625,18.28896511496811,3
paul15,scvi:nb,20,0.3240805237278381,0.04271370965647155,0.1519356121619542,0.0064953110712256444,1251.4276123046875,18.016716479449247,3
paul15,scvi:nb,24,0.2961647125478129,0.038960086865502126,0.15543743968009946,0.009834303690728225,1251.3092447916667,17.817109923687394,3
paul15,scvi:nb,32,0.3293372497207568,0.017889682385923176,0.16666495303312934,0.016649632598793474,1251.6034342447917,17.542857781257908,3
paul15,scvi:nb,48,0.3203159437763296,0.05971268347662343,0.17627293864885962,0.011573650605384428,1251.9282633463542,17.826942714875297,3
paul15,scvi:nb,64,0.3144728142980571,0.026022824331535375,0.18348779777685797,0.00849626981383262,1252.4071858723958,17.09361536983033,3
paul15,scvi:zinb,2,0.4020591430463618,0.014838296804587968,0.39195353786150616,0.013205730027198988,1261.3479817708333,16.752259237908294,3
paul15,scvi:zinb,4,0.3394947854554647,0.02809532783286577,0.262276550134023,0.019761029728540443,1255.6512858072917,17.711960472450954,3
paul15,scvi:zinb,6,0.31998434227590883,0.045361206080325636,0.20969527463118234,0.004010500466951042,1254.1006266276042,18.356179395645317,3
paul15,scvi:zinb,8,0.34092777707876687,0.01484668335048084,0.18105792005856824,0.011534509832433992,1253.1551106770833,17.981074080939763,3
paul15,scvi:zinb,10,0.29361740955200005,0.03382941592652142,0.1699593166510264,0.006739792105605134,1252.2246907552083,17.449179127459423,3
paul15,scvi:zinb,12,0.2968555684868793,0.037208019821430474,0.16637066503365833,0.009260189099184819,1252.0954182942708,18.019610884764987,3
paul15,scvi:zinb,16,0.3174342475439895,0.03869425708344552,0.16103357573350263,0.014391742419107362,1251.8578694661458,17.85905109335959,3
paul15,scvi:zinb,20,0.3379771462825243,0.01792408524350434,0.14811054368813828,0.007921891649023823,1251.7941080729167,18.074713033168496,3
paul15,scvi:zinb,24,0.3352943121636331,0.048420467028755305,0.15419507523377735,0.006098176081895182,1251.9845784505208,17.929877762765024,3
paul15,scvi:zinb,32,0.3165914511459487,0.03301531985421063,0.1584649433692296,0.006794391479060056,1251.35009765625,18.189930965160595,3
paul15,scvi:zinb,48,0.3103418485271042,0.04431557828581303,0.1768260896205902,0.007494766493211277,1251.7458902994792,17.57634662547374,3
paul15,scvi:zinb,64,0.3192947146268705,0.04936931750421811,0.18151619036992386,0.0025797448311367923,1252.2925618489583,17.669863928077973,3
paul15,vae:mse,2,0.016355943400385667,0.0038663559505865194,0.35697752237319946,0.018342375521600247,0.6649795201526311,0.0027825676424119896,3
paul15,vae:mse,4,0.0160400362249051,0.010214568125671963,0.2055671761433283,0.013686997697287552,0.6649381548930436,0.002789426420789651,3
paul15,vae:mse,6,0.014478719373290498,0.006960072196366662,0.14714329441388443,0.020985184207619356,0.6648205517266987,0.004077005482403568,3
paul15,vae:mse,8,0.012740641048617668,0.003180962212670946,0.14746033151944474,0.031497407103230554,0.6656965808408456,0.0038788500487268755,3
paul15,vae:mse,10,0.013753994447085867,0.0032417599380344334,0.14559898525476453,0.019164756724927203,0.6663413253750411,0.0034175666666243455,3
paul15,vae:mse,12,0.0153733184959561,0.008478554162810683,0.15667654573917383,0.053341506638795576,0.6667368593961182,0.004089186412643449,3
paul15,vae:mse,16,0.008409915231211132,0.006449559184274149,0.14315406481424964,0.008163678536656097,0.6658135595775786,0.003878785867443661,3
paul15,vae:mse,20,0.00928037612487726,0.008592629085159712,0.1798640539248784,0.04116833477490342,0.6674212779899801,0.0052126766354927455,3
paul15,vae:mse,24,0.007824552218337767,0.007411230791725576,0.11758987357219057,0.01302690752866533,0.6676043225440932,0.0029515023489375155,3
paul15,vae:mse,32,0.020509312332571635,0.008120337092034177,0.12303114930788672,0.022958970058279196,0.6686637140310147,0.004576693362679684,3
paul15,vae:mse,48,0.014401433234767965,0.005455373969009261,0.12354358285665508,0.01510933344049897,0.666989776241037,0.006038340886068622,3
paul15,vae:mse,64,0.013839485703893033,0.002198532856220252,0.11029484122991556,0.006276324384842217,0.6680104768174328,0.0034635933675790428,3
paul15,vae:nb,2,0.23599004209308339,0.017798953695659533,0.36875514189402264,0.015846074049932976,0.6617031095956563,0.01861030241523811,3
paul15,vae:nb,4,0.3035081335067514,0.06605781483106082,0.2365648249785105,0.009960145849374293,0.6499739942096528,0.00838393379213588,3
paul15,vae:nb,6,0.2866436301873392,0.010571639569755374,0.21358936528364816,0.011748224345642435,0.6506977207203634,0.011265327464099126,3
paul15,vae:nb,8,0.29020556290503524,0.05583833412714881,0.2039922525485356,0.02740137868861622,0.6476987891435915,0.008774910383816507,3
paul15,vae:nb,10,0.30436444454766565,0.03435671448235619,0.22310351332028702,0.013971264772577286,0.6493790387670636,0.010130883644767356,3
paul15,vae:nb,12,0.31107050910188855,0.02373604287824863,0.21755937238534287,0.009184958985791155,0.6488856355203668,0.009345386400675,3
paul15,vae:nb,16,0.2880616290554601,0.0460186277136929,0.2224857409795125,0.005626538058248564,0.6497931112882127,0.008649161961088924,3
paul15,vae:nb,20,0.32358622497160683,0.04132801769763112,0.2101192474365234,0.0024252796097921775,0.6493985842872453,0.008995973005026714,3
paul15,vae:nb,24,0.32518015060488165,0.037440403906623274,0.2131632715463638,0.011018598407436717,0.6493046475854113,0.008628257985349106,3
paul15,vae:nb,32,0.2877008238099416,0.006462346303343438,0.21747093399365738,0.01594722895264053,0.6483556760682,0.01010226330480179,3
paul15,vae:nb,48,0.29811902544643215,0.031534613440918825,0.22096493343512214,0.015382700960493805,0.6498883270518684,0.00880257312893587,3
paul15,vae:nb,64,0.304231024071653,0.030909471434660038,0.21534300347169236,0.009967004090117332,0.6490870605021606,0.00894818951068202,3
paul15,vae:zinb,2,0.2556985835574825,0.01638618993401501,0.37127018968264264,0.01883281502713949,0.6519544045275966,0.008949310589522497,3
paul15,vae:zinb,4,0.30113037006485893,0.040292265245899836,0.23731338481108344,0.009902081773767201,0.6483997535938454,0.011087285581968875,3
paul15,vae:zinb,6,0.30661671791522305,0.04106647177561531,0.21010533471902212,0.018829052842812572,0.6489159847644951,0.009836318668924553,3
paul15,vae:zinb,8,0.31053639709080855,0.046858408523251516,0.21506926914056135,0.023517790350059343,0.6484502257008256,0.009327001847275557,3
paul15,vae:zinb,10,0.30758518358217285,0.04015020413992821,0.20798373719056443,0.015072859612514748,0.6477719153822269,0.008725399750751829,3
paul15,vae:zinb,12,0.3136026462424863,0.015111568662576532,0.21424088875452674,0.010887030819740432,0.6477838876919869,0.008290885696712274,3
paul15,vae:zinb,16,0.30408001799735523,0.0709555241673673,0.22608864804108933,0.019448625946247793,0.6482128457999783,0.008995573092860818,3
paul15,vae:zinb,20,0.3034068685643936,0.0508893198456956,0.21230375270048774,0.004458858045695303,0.6482134879144849,0.008774100613543383,3
paul15,vae:zinb,24,0.31312632798271794,0.0038978451678052307,0.22990770141283667,0.012827133982328631,0.6477672171680046,0.009142061756721965,3
paul15,vae:zinb,32,0.29244602811146464,0.05465383559448218,0.22161955634752906,0.004181544744778939,0.6483112661684244,0.010678710363811919,3
paul15,vae:zinb,48,0.3161533829657614,0.04381071215647838,0.24005948007106778,0.021107094490267195,0.648288805770059,0.008306786107798062,3
paul15,vae:zinb,64,0.3307984201961305,0.03958374609586552,0.23950298627217606,0.0009239713208211418,0.6482892553884905,0.009545032978949248,3
scvi_pbmc12k,ae:mse,2,0.6407414602487755,0.034446035211616696,0.5320504307746887,0.012113172849424989,0.34084577931773175,0.0014983049978288404,2
scvi_pbmc12k,ae:mse,4,0.6453718051423465,0.02131241938383551,0.4145457297563553,6.716100310210964e-05,0.3357346000723087,0.0015658885415419188,2
scvi_pbmc12k,ae:mse,8,0.6421981999977046,0.019220334794638087,0.3620637357234955,0.0002495514900330232,0.3336417999885995,0.001943213985284937,2
scvi_pbmc12k,ae:mse,16,0.6806592629523297,0.020427847114451954,0.39072950184345245,0.02852656757899224,0.33310738638403814,6.147699615402054e-05,2
scvi_pbmc12k,ae:mse,24,0.6734678399366552,0.029359216189668635,0.386877104640007,0.023161105176161403,0.33317719102900056,0.0021891955423395024,2
scvi_pbmc12k,ae:mse,32,0.6791787900756266,0.03599552095964885,0.3851637542247772,0.015237012967355452,0.3329150119456179,0.0014165558948161434,2
scvi_pbmc12k,ae:nb,2,0.511871498441234,0.07352489811972014,0.4434170424938202,0.020492050627087744,0.34147587965387816,0.000835455851879665,2
scvi_pbmc12k,ae:nb,4,0.5993173655562536,0.060008032764810273,0.41663244366645813,0.0035469944769798787,0.33827596026673923,6.831517293034089e-05,2
scvi_pbmc12k,ae:nb,8,0.6367592474878258,0.015254042079068383,0.34903600811958313,0.02036691663385888,0.3377934842556093,0.0002887336996922729,2
scvi_pbmc12k,ae:nb,16,0.6426997129721117,0.0021562273494844892,0.3550789952278137,0.024607226768842947,0.3375756573786429,0.0002670355775900235,2
scvi_pbmc12k,ae:nb,24,0.641575970358761,0.01094421808482524,0.34081190824508667,0.0112010307539522,0.3379058861130968,0.00047539425292529656,2
scvi_pbmc12k,ae:nb,32,0.6783935513789068,0.0159083543572414,0.31944210827350616,0.02864407299264067,0.3369975297077185,0.0005436128993784654,2
scvi_pbmc12k,scvi:nb,2,0.6632987213157611,0.031191912678410424,0.5381031334400177,0.011913691815422928,671.4268798828125,1.0738666338796188,2
scvi_pbmc12k,scvi:nb,4,0.6662135919395632,0.02761593570713133,0.40721380710601807,0.02341181570452838,667.0157470703125,0.9251428809518331,2
scvi_pbmc12k,scvi:nb,8,0.569177324501322,0.07309630484627304,0.2507851049304008,0.005170080149846477,664.1533508300781,0.09801266479947811,2
scvi_pbmc12k,scvi:nb,16,0.5358984255849695,0.003922297213714458,0.18618702143430704,0.017191710044305874,661.9210205078125,0.7773686122273007,2
scvi_pbmc12k,scvi:nb,24,0.55665214751406,0.03894921984248561,0.16876210272312164,0.0006691233669589537,661.4591369628906,0.4258436651591592,2
scvi_pbmc12k,scvi:nb,32,0.57769402368337,0.051561038471798354,0.16945830732583994,0.026570332142071232,661.1241760253906,0.3684430292352024,2
scvi_pbmc12k,vae:mse,2,0.0237800629440676,0.02996193087890254,0.32075902819633484,0.004268042761304195,0.4037041718309575,0.0005032917581386648,2
scvi_pbmc12k,vae:mse,4,0.03090704236323745,0.040696665917876254,0.19535049796104426,0.005436016227238081,0.4037242450373087,0.0006150699985921096,2
scvi_pbmc12k,vae:mse,8,0.01827799435465025,0.013956867206097874,0.15936600416898722,0.011654162059004998,0.4038461388599087,0.0005006720801692823,2
scvi_pbmc12k,vae:mse,16,0.0194208223539148,0.004175466382855373,0.1878031194210052,0.05004424069116836,0.4036913975464293,0.0006467371334030156,2
scvi_pbmc12k,vae:mse,24,0.020502084583984698,0.000715929029596796,0.23927094042301175,0.05847004898464793,0.403677363150611,0.000520622391094199,2
scvi_pbmc12k,vae:mse,32,0.022499768706625248,0.003109884547308858,0.23790831118822092,0.04180983177348885,0.4037541280173579,0.0006950454891039686,2
scvi_pbmc12k,vae:nb,2,0.6154683765589366,0.017685360614461,0.4758147001266479,0.010934072615484217,0.34107131742755004,0.0004776178946405291,2
scvi_pbmc12k,vae:nb,4,0.5530288144633372,0.039436662928694056,0.3500997722148895,0.011175658351148721,0.3384417882181387,0.00020223683680112078,2
scvi_pbmc12k,vae:nb,8,0.5283458725957599,0.0059360779102726,0.3285439610481262,0.026117896260018883,0.3383050746625418,0.0004183304255090566,2
scvi_pbmc12k,vae:nb,16,0.5985330217353482,0.10805960948292632,0.3614909499883652,0.02352900501681298,0.3385057285291339,0.0003662779427447894,2
scvi_pbmc12k,vae:nb,24,0.5980362402798545,0.11149673415104534,0.33683645725250244,0.04522908968934422,0.33830305338651556,0.0003640674829046525,2
scvi_pbmc12k,vae:nb,32,0.6814694216016282,0.03034311963756716,0.38019540905952454,0.0089527914138356,0.3387221504590032,0.0006178898477281824,2
ts1_all_cells,ae:nb,8,0.0075996458963861,,0.6741578578948975,,0.2113888554619838,,1
ts1_all_cells,ae:nb,16,0.0078098258390874,,0.7006580829620361,,0.2088949963572562,,1
ts1_all_cells,ae:nb,24,0.0070950890502729,,0.672347366809845,,0.2139337083227795,,1
ts1_all_cells,ae:nb,32,0.0054675712487034,,0.704024612903595,,0.2049097341756491,,1
ts1_all_cells,scvi:nb,4,0.2387640297294938,,0.2670044898986816,,285.8822631835937,,1
ts1_all_cells,scvi:nb,6,0.2643031220524316,,0.238647311925888,,282.175048828125,,1
ts1_all_cells,scvi:nb,8,0.2676840830828185,0.01251433459399194,0.2141652703285217,0.0022035847541193674,278.5538635253906,0.7347712981995221,2
ts1_all_cells,scvi:nb,10,0.2703901399451687,,0.2041497677564621,,278.1000061035156,,1
ts1_all_cells,scvi:nb,12,0.2666423960120172,,0.1921008825302124,,276.550048828125,,1
ts1_all_cells,scvi:nb,16,0.26436728992796177,0.006028594585519043,0.16788861155509943,0.004844232327296637,274.7942352294922,2.161004467418348,2
ts1_all_cells,scvi:nb,24,0.25609456573439837,0.0010970272563005103,0.136025495827198,0.0026707088128776943,272.10520935058594,0.894176748413909,2
ts1_all_cells,scvi:nb,32,0.2614299746312218,0.0156521940986673,0.1338090747594833,0.00042403944286810484,271.78594970703125,2.0665955267539657,2
ts2_lung,scvi:nb,4,0.3709785844589283,,0.2893054783344269,,5891.90478515625,,1
ts2_lung,scvi:nb,6,0.3834108191233905,,0.2647777795791626,,5869.140625,,1
ts2_lung,scvi:nb,8,0.4126876232588801,0.002311791607820763,0.24763733893632886,0.0022419067761278192,5843.811767578125,18.776654336556646,2
ts2_lung,scvi:nb,10,0.3998796504740608,,0.2345775812864303,,5851.7431640625,,1
ts2_lung,scvi:nb,12,0.430245140388703,,0.2399705052375793,,5847.39453125,,1
ts2_lung,scvi:nb,16,0.3895162910922433,0.03908637605759447,0.2041765078902244,0.0006173143534269764,5829.875,20.534408547015982,2
ts2_lung,scvi:nb,24,0.38796426594746836,0.02008169905052632,0.19752522557973856,0.021827968747625395,5827.4951171875,19.95090734574388,2
ts2_lung,scvi:nb,32,0.38706357269832725,0.009708339954795725,0.1896245032548904,0.0012460294293760417,5826.5205078125,18.377870971190212,2
